Content		Keywords
stuff in the ai safety within within ai systems that you can get get a		
hold of some kind of aspect of the systems that you can		
control right provably and then in blockchains and		
cryptocurrency i think the one area where consensus like		cryptocurrency
mechanisms is still more an art than a science		
is that these aren't just like technological systems they're crypto		crypto
economic systems right and they make assumptions about people		
and which assumptions you can make about people is not something that you can		
prove with math right the even just the basic 51 percent		
exact people are honest can you trust the 51 percent		
um if you can't trust the 51 can you trust the other 49		
to be able to coordinate on like making their own fork		
what will happen to coin prices like how do people as		
human beings react to these events like there's all of these assumptions		
yeah but you know at the same time look if you can write down the assumptions		
then you can like do formal things with them i almost forgot		
to ask you about one of the most exciting aspects		
of ethereum i mean it's non-technical i think it's a		ethereum
it's a societal it's social which is nfts so what do you think		
what do you think about the explosion of nfts in the recent		
months especially in the art world and beyond and what does the future look		
like so this is maybe the social impact on the world on on the		
individual creators of all kinds like is that something you've actually		
expected to see and ft's having this kind of impact and		
beyond what do you think will happen in the uh		
in the digital space with nfts in virtual reality and gaming all those		
kinds of things i was definitely surprised by like nfts		
in particular like i even actually i think might be on		
record somewhere on some tech conference panel like they were asking you know		
um it was one of those overrated or underrated sections and asked about nfts		
and i thought and i said like hey i think nfts are		
overrated yeah and you know in retrospect that turned out to be quite		
wrong i might think like i guess i just		
personally can't really relate to this concept of		
like spending a lot of money on a thing like there's nothing you know there's no		
queer kind of understanding of why that thing		
would uh maintain its value right um uniqueness		
of a thing having value right exactly like that's		
like i definitely am like cannot really understand you know the psychology		
behind like buying you know paying two hundred		
thousand dollars for original art painting i'd be like you know		
if i had a mansion just like give me photocopies of everything		
you can hang three photocopies of the the mona lisa section		
well i would even have the mona lisa i think i'd probably just like have some		
nyan cats or something that's one thing where mathematics or		
theoretical computer science cannot formalize why the heck nfts are valuable		
exactly but the thing that uh that		
makes me very happy about the space now that it has happened is that		
i mean this gets back to the conversation that we had at the		
beginning right like i'm interested in this concept of		
decentralized public goods funding right like i want		decentralized
things that are good and valuable to as much as possible also be		
things that can't you know economically sustain the people who produce them		
right because if you don't have that then either the public goods just don't		
get produced at all or people make like centralized versions		
that have some of the properties and try to be substitutes but actually just like		
concentrate control in a very small group right		
and you know both of those things are not very nice uh so		
the nice thing about nfts would be well if you're an artist and you can		
just mint nfts and this is a source of revenue it's like great that's another		
stream of revenue for you know creative work that often does		
still get get underfunded and that's amazing		
okay let me ask you a weird question we talk about craig wright a little bit but		
a lot of people write to me one of two emails		
one email uh is uh calling any coin outside of bitcoin a uh		bitcoin
a scam and then the other email is saying		
my my favorite coin is the best coin it's going to save the world whatever		
that coin is uh and so i sit back and i look at i		
have no idea i i trust i tried to figure out like the		
humans that i trust in this space just but basic human qualities but do		
you think some coins are scams uh		
do you think some coins maybe another way to ask it are scammier than other		
coins how are people that are looking outside		
of the space where there's all these cryptocurrencies supposed to		
figure out what is a scam and not or how to use the		
right kind of language when talking about them		
because there's the harshness of the language from the bitcoin maximalist		bitcoin
that doesn't just say everything is a scam		
including ethereum uh but they use terms like coin		ethereum
that says it's not only a scam it's like a waste of time i mean		
every word you can use they say that that's very harsh		
and then some people are just apply the word scam a lit much much		
more conservatively and just refer to coins that legitimately are trying to		
scam people out of their money as scams so		
what do we do with this word scam should it ever be applied to coins		
and uh is it a a binary thing or is it the gray area		
hmm it's i think it's definitely a gray area like there's definitely		
things that are really in actual scams like i mean bit connects would be one		
example of uh something that's away on the scam		
spectrum did you see their 2017 promotional video by the way		
big connect yeah hey what's up what's up what's up		
piconic this is it was this three minute 48 second video that was just of this		
guy making this totally crazy rant and it		
was at some conference in vietnam where they were of		
course like trying to convince a whole bunch of people to buy		
this coin and they had this claims about how it would go to go up in value		
yeah that was definitely like the peak of these pure		
completely scammy coins and you know that was definitely really terrible and		
i actually i feel like we have less despite		
cryptocurrency as a whole being bigger we actually have		cryptocurrency
quite a bit less of that now but then of course you know there's this bit this		
spectrum of things that are not completely scams		
um and then things that are not scams and that are technically		
totally fine projects but where the their community is just incredibly		
sketchy and then all the way to you know things		
that are where the community is nice but maybe the		
project is just fundamentally incapable of achieving what it's trying to do or		
in the community doesn't realize and then		
you know a really good project right so like		
if you want to go a step like well if that's 100 scam then like you		
know what would i call like say 80 scam well like bitcoin sv is		bitcoin
one example this is a craig wright's fork of bitcoin		bitcoin
like theoretically it's a blockchain right it's a fork of bitcoin		blockchain, bitcoin
it has some you know 500 12 megabyte blocks		
if you really wanted to you could use the blockchain you know it's uh		blockchain
it satisfies the property is that you know you can send transactions		
onto it you can probably um you know use it as		
as a backup to store your files if you really wanted to just because it has		
it has so much space you know it might fail but		
like it's the but at the same time like you know as they basically said		
like craig wright is a scammer and like half the you know		
community is just totally bad insane so the humans		
the humans of a particular cryptocurrency is what makes for a scam		cryptocurrency
and not like the humans at the top that have a voice		
right guiding the community yeah like i think you know in the case of bsv like		
the humans they yeah make just completely wrong and just		
obviously wrong claims about like what bsv is		
capable of accomplishing and like what it concealed we could		
accomplish and like there's just a lot of aspects of it that make it feel		
like a money grab so that's one example and then you know you gotta go a bit		
further and then you know you have like the trons of the world		
and like you know that's a platform you know you can use it you can do		
you can do stuff on it but at the same time like you know		
they did plagiarize the ipfs white paper and then		
you know they had so the scammy qualities yeah see the thing that throws		
me off a lot this makes it very difficult for me		
is that most coins but the ones that make me feel like are		
scammy have a large community of people that are super positive about it		
like and they'll write to me now that said sort of on the flip side		
of that bitcoin people are also very positive		bitcoin
there's some sense and the the reason i was		
having like squinty eyes looking at bitcoin		bitcoin
for quite a while is like why is everyone so		
positive i was getting total cult vibes like like the ideas are not grounded in		
truth but are grounded in an obsession of like when you can artificially		
conjure up a truth which is why i was a little bit like worried about bitcoin		bitcoin
i think i've learned a lot since then to where like		
um i i learned to separate the community from the ideas		
and i think bitcoin is a revolutionary idea on on many fronts		bitcoin
but still a community that's like dogmatically excited about something		
whatever that is makes me skeptical maybe it's just like my upbringing		
but when everybody's really excited about something		
it makes me um it makes me skeptical and it make but it also makes me		
difficult to decide what is this cam or not because some of the most exciting		
ideas in this world have a community of people who are		
excited about it right because it's um i don't know i think space exploration		
is super exciting and uh and there's people i know a lot		
of them that are exceptionally excited about space		
exploration does that mean it's a scam no no uh		
so i don't know what to do with that and so mostly i just try to stay away		
i suppose but it's it's unfortunate because i'm sure there's a lot of		
exciting technologies in that space i mean like in the case of		
bitcoin like i would definitely not call bitcoin as cam right		bitcoin
right i would not i would i would also not call litecoin a scam		
there's people who call litecoin scam because they just like say oh look you		
know it has no fundamental use case and the		
concept of being silver to bitcoin bitcoin's gold is just like stupid and		bitcoin
you know it's a bit like millie bitcoin is the silver to		bitcoin
bitcoin's gold um but the at the same time like if you have		bitcoin
these people who are just you know they do seem to earnestly		
believe this and uh like they are trying to just like		
make like one be a litecoin as as best as they can then like that's		
to me that's enough for it to not be a scam yeah um		
that's and then so yeah i think the the biggest gray area		
is definitely between like projects that		
are earnest and but you know they have just all sorts of these		
like different combinations of flawed qualities to them yeah yeah		
i mean the the ones that legitimately is a scam is when		
the key people that are at the head of the project are intentionally lying		
and i think as long as their the intent is to try to do good in the world even		
if the your actual implementation of that is		
flawed i think that's not a scam it could be flawed ideas it could be		
wrong ideas but it's not a scam i'm learning to navigate this space yeah		
it's definitely a very challenging space to navigate i mean you		
know it's uh in some ways a reflection of the world		
at large yeah and as we've said maybe offline		
that the fact that money is evolved makes it		
a little bit more complicated that um you know lives can be ruined		
by um by by the choice of technologies that are taking on so		
it makes it more real more painful more like		
elevated the impact of this like imagine like mac versus pc wars if everyone who		
bought a macbook had 10 apple shares inside of it and		
everyone who had a pc had 10 microsoft shares inside of it		
and then you had you know the the elites who bought		
their macs back in 1983 and that they spent 500		
dead and now they have 40 million dollars and they just think that they're		
these gurus who understands the future of finance and geopolitics and		
they make theories about why you know apple is the one that's going to bring		
freedom to the world and uh window is like you know secretly		
allied with the access of evil oh that's brilliant so yes this is so		
brilliant so i think the right way to think about this is we map		
the some of the cryptocurrency battles into the space of like emacs versus vim		cryptocurrency
or apple versus pc if there was some stock that came along		
with each each implementation of the you know		
uh each pc each mac that's fascinating this is 100 correct		
100 correct because then that really energizes the armies of people debating		
over this in a way that something without money does not okay		
let me ask you about something really fascinating that you are also		
excited about which is longevity anti-aging you have donated money to the		
sense foundation so you have an interest in this whole space of lifespan research		
what's your vision here or what do you hope to see in		
anti-aging and longevity research i think i hope to see the concept of		
what of us seeing your parents and grandparents die just slowly disappear		
from the public consciousness as an experience that happens		
over the course of uh half a century the same way that getting lost in		
a city slowly disappeared over the public consciousness over the last 50		
now that we have smartphones the thing you have from nick bostrom the		
essay uh pinned in your twitter is argues that		
essentially that you know death is almost unethical like the fact that we		
don't do something about this thing that um		
this in the essays is a dragon that keeps		
like murdering everybody around us including our parents and grandparents		
is uh like the fact that we don't try to do		
something aggressively about that dragon is uh doesn't make any sense um		
so you think this is a battle worth fighting a battle for immortality or at		
least longevity i'd say absolutely and i'd say it's a		
battle where we're really have started over the last		
five years in particular to see the first cracks of uh no humanities		
and me starting to make things that look like they'll turn into victories		
do you uh do you think humans can eventually live forever		
and maybe as a side comment to that what technology do you think will enable that		
is a genetic modification is it cloning is it uploading your mind		
define forever like are we talking a thousand years a million		
10 to the 14 10 to the 45 well let's start as i tweeted today		
eventually everything uh the universe will be filled with		
supermassive black holes so that that forever maybe like		
backtracking to work we'll have we'll have 10 the		
16 years to figure it out yes uh yeah maybe travel between um		
between the multiverse between the different universes the multiverse		
i mean but forever meaning like you know uh millennia um um		
i guess i definitely think that we can get there i definitely think that it's		
the sort of thing that's going to take an insanely huge amount of		
work and i definitely think it's the sort of thing where		
you know once we figure out the first crop of problems and		
like people start living to 150 we'll just realize that there's like 10 other		
problems that kill you half a slowly and will have to do more work		
but you know the good news is that this this is you know aubry's longevity		
escape velocity argument that if you get everyone to lift 250 now then		
you know you have half a century to fix all those other problems as well so yeah		
i'm optimistic for that reason i think um		
it you definitely do not want to underestimate		
uh human ingenuity especially over the long term but just to look at what		
happens to computers between you know the eniac in 1950 and where we are in		
2020 right like that's a span of 70 years um so like you know		
both of us i think with uh you know even just present-day		
technology and we have at least 70 more years to left		
so just like imagine what kind of sea change will happen in biomedicine		
during that time and the other thing that made me optimistic is that i		
actually think covet has been this kind of		
event that's really a kind of pushed um biomedicine and especially like		
activist approaches to biomedicine really into the public consciousness		
right like it basically it's put people into this mindset that		
you know wait but like you know it's not just like you know the		
bits and tweets that are going to save the world you know the bio		
is actually like super important and huge and um		
you know ultimately what's uh ending the ending covid basically you know is that		
the vaccines and the vaccines have just been you know amazing		
and uh if you can take that energy and start and also like this uh		
i think philosophical attitude that i've noticed like i think		
the way that i would describe the philosophical attitude here		
this is going more depth first is that i think		
the way that i kind of interpret part of what i would call late 20th century		
ideology is that there is this mentality that		
you know nature is good and disruptions from nature		
are bad and generally you want to minimize disruptions from nature		
and like this exists everywhere in the political spectrum right so there's		
nature as in literal nature and my view is that like the right wing		
version of that is market sas nature right um markets as nature yeah like you		
know they the way that that like that kind of		
philosophy talks about you know markets and like the goal of not		
interfering with them like you know it's it is very kind of like nature styled		
and then of course you know the the conservative one which is like		
traditional culture that existed before the activists		
started controlling everything as also being a kind of nature		
um but the 21st century attitude and like really covet you know		
has flipped a lot of minds because with kovid what's happened is that well		
no like it's not nature is not safe right the default is like		
you know untold and misery and suffering and tens of millions of people dying		
the only way out for us is through like basically um human ingenuity		
and that frame of mind is one that's like much more friendly		
to one uh the this other um change of minds that i want to see		
which is like basically treating aging as an engineering problem		
right like the default is all 7.8 billion human beings that are currently		
on this earth are going to die and they're going		
to live their last decade of life in a debilitating pain		
and the only way to stop that is human ingenuity		
and you know we don't we don't have that solution yet but you know if we work		
hard we will and more and more people on the biology		
side computational biology are basically converting the mess of the		
the human biology into an engineering problem		
and once that conversion is happening looking at the		
the genetical the proteins all those kinds of things once that conversion		
happens you can now apply the tools that we know		
how to solve engineering problems to solving it that way and then there's		
also the other version which is you know why do we romanticize this meat		
vehicle that ultimately is just the thing that		
carries the brain maybe we can more and more convert ourselves into the		
digital realm this is where like neural link yeah i		
have the brain computer interfaces and then achieve		
immortality in the space of information in the digital space versus the		
biology space that stuff's interesting too i agree again i think		
you know we we have enough resources and we should just try all the parallel		
tracks you know it's great that we have people just trying to make our bodies		
work it's great that we have people trying to		
upload like or improve brain scanning it's also great that we have		
just like people improving cryonics so like we could just like		
you know go to sleep in the freezer and um eventually		
hopefully sometime in the future you know healthy is going to be able to wake		
up um all of this uh um you know you know anyone who		
gets chronically frozen today will be able to wake up but you know		
that's all that's a bad right that's the last resort and then		
the other interesting thing about um the like		
extreme uploading approach right is um like		
we're excited about space and one of the points that uh a lot of science		
or like hard science fiction types make is that you know if you want to explore		
space that's a lot easier if you're not a human		
right like one example of this is that you know		
in the context of humans we're talking about like oh we're going to be able to		
go to the moon oh we're going to be able to go to mars		
but there's this project called starshot i believe right that's basically trying		
to send spacecraft to mini spacecrafts to		
alpha centauri and they literally believe that they're		
going to be able to get spacecraft over to alpha centauri like four light years		
away by like the 2060s no i mean by traveling		
close to the speed of light yeah exactly like		
so based the way it works is you know you have these light sails like you		
basically take the as a spacecraft and you shine a laser at it		
and the laser is insanely strong and quickly accelerated at		
100 g's no i think it was 10 000 gs um until it gets to 20 the speed of		
light and then you know it goes on your merry way		
right so if you wants to be in um like personally explore the alpha		
centauri system within like two centuries or once or one		
century then you know being a robot is like		
by far the most practical way to do it because there's no way that a human		
being can survive 10 000 years so it's it's definitely interesting long		
term but at the same time like there's definitely a lot of like		
psychological hang-ups and a lot of like deep philosophy that we'll just have to		
grapple with well i think to get there i think what		
it hangs on the topic of whether we can convert		
consciousness into an engineering problem so like		
is consciousness tied to our biology because the moment we can		
convert consciousness into a digital form then we can		
send it with that light sale to office centauri until then		
a robot is not carrying anything except maybe some basic knowledge like		
wikipedia it's not carrying the flame of human consciousness i have		
high hopes for converting consciousness into		
engineering problem in fact i think it's not as difficult as		
people think i'm i agree with that i'm definitely in the		
camp that consciousness is a property of the algorithm and not a		
property of brain structure um the other fun like the kinds of		
philosophical things we'd have to grab with grapple with is like		
once you upload yourself like you can hit control c you know like		
it would be wouldn't be lovely to have like 10 copies of fellow experience		
like we could just interview everyone so this is i mean this is		
i i have to ask this question it's a difficult one which		
i don't think he'll be wonderful first of all um		
sure so in the following way and this has to do with immortality as well		
there's something about scarcity that creates		
value or um there's a bunch of philosophers victor franco		
bernard williams ernest becker they argue that		
death or the scarcity of life creates meaning		
and the reason we life is beautiful the reason so many moments of experience		
of of love or delicious food		
all those things are made delicious because they're		
finite because they end and because we don't have that many of them		
and there's a kind of worry that if we extend the human lifespan		
if we achieve immortality or if we god forbid		
clone me multiple times then you lose the		
richness of what it means to have this life to have this		
experience does that worry you at all do you think		
there's some aspect to which death does in fact give meaning to life		
i guess like the one historical parallel and like		
this might be a bit unfair is that you know		
there have been philosophers that said that have said things like		
you know war gives like meaning to human collectives and		
the struggle for supremacy between you know nations and races as this		
like big driver of progress that like that ensures that ever that everyone		
strives to be their best and um you know of course uh this		
viewpoint got into the head of a crazy austrian guy and 20 years later his		
soldiers were shooting at my grandparents		
um so you know these days we don't really		
have that but yet life still feels meaningful there's we've still found		
other ways to uh or them like they're still		
uh striving for technological progress there's still		
um you know uh striving for self-improvement in general		
and it turns out that you know you don't actually need to have existential		
conflicts in order to in order to have that now maybe you need		
conflict but we have other kinds of conflicts right look we have you know		
competition between businesses competition between political ideologies		
competition between projects and so you know these are like whatever		
what whatever the psychological needs are		
like they're just our substitutes for it so i guess like yeah so if we uh		
i'm trying to say i i feel like once we start		
living to to the age of uh 200 then like i'm just intuitively expecting that		
we'll see some like substitutes emerge in the same way yeah		
that will will create conflicts of other		
sorts that lead to less human suffering than wars do like we'll just start		
playing diablo four five six and because you die in video games so maybe		
we'll get some of the inkling of scarcity		
through the activities we partake in as opposed to our own body dying		
i mean i feel shitty when i uh like you can		
i remember in diablo three you can play in hardcore mode		
where if you die in the game your character is dead maybe you will		
get the the richness of like what that we currently get from		
life by having like little artificial versions of ourselves		
that die interestingly enough as i've just like personally		
spent more time in this world i've started realizing that you know there is		
a concept of like real fight finiteness that still like		
exists and it might even still be a thing that provides meaning that doesn't		
require anyone to actually die like for example like how many people		
from middle school or even high school or		
yours like do you still talk to regularly		
i'm happy to be close friends with like four or five of them okay well like in		
my case the answer is zero for middle school and two for high school		
you're right right it dropped exactly it dropped		
right and so like there's a lot of these just like relationships that end up		
being very finite um a person changes their i feel like a		
person changes enough of their worldview after 25 years wasn't there even a study		
about this something like a person and themselves 25 years later		
about as different as like two different people or		
something like this um so you know like i mean just like you		
can have conflict without bloodshed i think um you know you can		
you can have finiteness and even you know the the necessary		
sorrows of uh finiteness that give meaning without		
like literally any anyone having to end their life		
and hopefully if we do extend our life we'll figure out ways to extend		
the period of time where there's newer neuroplasticity yes to where we could		
change our world views continually throughout		
that time so have some of these different phases of		
life uh i thought it would be fun to hear you		
speak a little russian [Music]		
do you think there's uh so for people who don't speak russian		
that uh vitalik said that there is um that there is something to the spirit of		
the people that are russian that are working		
in the cryptocurrency world that uh is a little bit different and		cryptocurrency
it and it's something that uh that connects to some kind of aspect of your		
own self some kind of roots there it it it's		
it's kind of interesting do you think that there's um		
does it make you sad that there's these two different worlds		
that are uh sort of in part disconnected by		
language and i'm sure the same could be the case with china and other parts of		
the world or the language		
slows the transmission of the beauty of the culture		
in a certain kind of way where you can't truly collaborate like you can		
all speak english you're collaborating on maybe a technical level		
but you're not collaborating on the level of like		
some deep human connection do you see that being able to speak both languages		
there's definitely benefits i think to be able to like		
speak multiple languages and like once you can right like you it you discover		
that like even your mindset changes while you're in speaking in one language		
versus the other like people have told me this like		
when i speak russian i sound more like i guess like to the point in pragmatic		
when i speak chinese i sound more cute when i		
speak english i'm something else um i guess		
there's definitely like a richness that you're missing if you're only		
like in one of these language bubbles but		
you know i guess the arguments on the other side would be that you know if		
everyone spoke the same language then like		
there would just be one bubble right this is the challenge i think like		
there are actually benefits to having cultural diversity and you definitely		
don't want the entire world to be too conformist		
yeah and well one of the interesting things about crypto is that it's just		crypto
a culture that actually like manages to like		
somehow you know have its uniqueness and brazil and even preserve its		
independence from all of all of these surrounding		
countries despite being embedded in all of them		
so it uh spans outside the geographical boundaries		
and language in some ways does as well and then in the way these cultures		
these bubbles are created i mean they overlap in interesting ways it's almost		
like a hierarchy and the same is the case with the crypto world		crypto
there's uh you know there's communities associated with these cryptocurrencies		
there's communities within those communities		
and it's yeah i mean i think like you know it's definitely sad whenever these		
groups are are fighting each other um and like it's		
definitely good for them to like if people can cooperate more um		
but you know at the same time like just having		
like groups of people that have you know different kinds of life experiences like		
there's definitely something benefit from that so let me ask one last		
question i don't think i asked you last time		
the ridiculous question about the meaning of life uh		
you know dostoevsky said beauty will save the world		
some people believe money is a big part of happiness and		
you've turned first of all you've made a lot of money		
you turned away a lot of money he turned away a lot of power		
so you're a fascinating person to ask what do you think is meaning to life		
the thing that i've realized with money as i uh		
have experienced both having a little of it and i'm having a lot of it		
is that um the benefit of like you can get the most out of um		
money if you think of it not as something that like lets you do and have		
more things but as something that lets you worry about		
fewer things right like you know if you have you know if the		
your savings are just you know non-zero at all then		
you don't have to worry as much about losing your job and		
you know if you feel like you're you have a job that just like really		
conflicts with your values then like if you have even six months saved		
up that just makes it easier for you to say bye-bye i'm going to do something		
else if you have more money then you can		
[Music] you know not worry about like even what		
you're doing the am needing to be profitable at all um once		
you get more money then like you can you know choose		
transportation options and food options that just like		
have less hassle in your life and allow you to be lazier uh		
so if you like this aspect of just like reducing		
troubles and like opening up room for um other		
things i think is a big part of it like if you just if you		
instead think of money as being like this positive		
or this thing that like gives you stuff and you try to		
derive meaning from the stuff i think that's uh		
much more likely to be like a road to like basically squandering that		
opportunity so yeah and i guess my philosophy is on		
that is definitely more subtractive than added over there		
but once you have enough money that you don't have to worry about the money		
you're burdened with another question which is of meaning and		
do you think there's meaning to it all or		
it seems like your own life you're trying to build cool stuff that		
alleviates some level of suffering in the world		
well i mean one way to think about it is like		
think of think back to like how you thought about life when you were in		
school right well in school this is interesting		
to think about right because in a lot of ways like it's just totally		
outside of bounds of you know the kinds of systems that are		
like social systems that we live in as um as adults or maybe not like maybe		
things like academia are intended to replicate parts of school		
like first of all school is very totalitarian right like		
you know you have to follow the teacher the the teacher's instructions the bulk		
of your schedule is like forced to be in particular areas and you know you can		
control um and they're real for you from you know		
leaving the grounds during this period this period of time um you know assign a		
lot of homework but at the same time also you know		
school is a bit of a bit of a post-scarcity utopia in that		
you just don't have to worry about getting resources for yourself		
and you know we've both like lived through 12 years of that		
right so you know like what does that say about us and i think		
like in one thing of aspect obviously is that		
in it does like there's definitely like an		
easiness to living life if all of your decisions are made for you		
and one of the challenges of adulthood i guess is moving to this uh		
world where like all your choices are much more self-directed and you just		
have to like learn to live and deal with that um		
yeah dealing with the burden of freedom in some sense actually interesting and		
because uh i in some ways i feel like even my first		
like five years of doing ethereum things uh yeah		ethereum
my life was not even all that self-directed because for a lot of it		
was just you know responding to obligations right		
like someone said oh you know come to speak at this event		
in korea okay you know come to speak of this thing in taiwan okay		
um oh like we need up for ethereum to launch we need		ethereum
um you know this particular piece to be done and tested okay work on that		
right we know we need some uh um a proof of stake algorithm work on that		
and the last year of uh coved life um like basically i was like		
holed up in singapore for much of it right and it gave me a lot more alone		
time you know i had much less travel and that was definitely a very new and		
interesting experience for me would you characterize it by sadness		
melancholy hope uh dreaming like innovative period like how		
would you characterize that alone time sum of all five um definitely some		
self-discovery um i definitely did like take this uh		
make this very deliberate decision that like okay i have this time and		
i'm going to like actually make something meaningful out of it		
um so like one example of the things i did is i just like actually		
started really listening to our um audiobooks and podcasts much more		
like just this year i basically kind of discovered that the podcast space is		
real for the first time i guess like before that you know there would be		
things that i would get interviewed for but yeah i		
was not really kind of like mentally incorporated i		
did not mentally incorporate this um idea that like podcasts are a thing that		
you can go listen to and this year i did okay you know my		
friend uh um carl lafourche one of the the		
optimism people uh recommended hardcore history to me		
and so i went ahead and just listens to all the hardcore histories uh		
but then after that like yeah listen to like 10 lux		
speedmans and then a bunch of others says and		
after that i also got into um audiobooks um oh i listened to the entire um		
the rise and fall of the third reich the whole thing 45 hours		
that that was fascinating so what else did you ask about because dana's gonna		
love hearing this i'm gonna tell you do you have uh do you have a period of		
history whether it's dan or in general that you draw for your own life like		
kind of thinking about the world about human nature that you go to		
is it world war ii is it uh wrath of the cons the		
injengus is it some other more ancient history		
is it world war one is there something that kind of echoes with you		
in the voice of dan or or anyone else that you connect to		
i feel like the 1930s and 40s are fascinating because they force you to		
like really grapple with uh the question of like you know where does		
evil come from right like the sort of mental puzzle that i've always		
had in my head is like on the one hand um you know		
things like the holocaust happened but on the other hand if you just go and		
like have a coffee with with uh people then like a hundred times		
out of a hundred everyone just seems so nice		
yeah yeah so yeah exactly yeah like how do you		
kind of reconcile the macro in the micro there right		
and that's the sort of thing that's very difficult		
if you don't have um a lot of i guess the right kind of		
personal experience like especially if your personal experience		
starts off being sheltered like it was for me right like i you know this		
i know the stereotype is that the nerds get bullied in school but like actually		
for me in my school experience was just being		
treated with kindness by everyone yeah and so that definitely made it harder to		
understand things i remember actually being pretty		
blindsided when i started ethereum and then		ethereum
within six months there started being fights over like who would get more		
shares if ethereum turned out to be a company and		ethereum
then i suggested we should just make it be a non-profit and somehow that ended		
up upsetting people um so		
so the fascinating thing for me is that like i've been you know		
obviously reading and listening to the history and then at the same time just		
like observing things happening in the crypto		crypto
space and so one of my interesting		
um like mental intuitions that i've gotten is that i think		
like most evil doesn't come out of greed it comes out of fear		
and like one example of this in ethereum lands right is um		ethereum
like i think the part of ethereum history where i thought that the		ethereum
ethereum community was at its lowest and even when i personally was at my lowest		ethereum
and if you go back to the dow fork in 2016 right		
so you know the dow hack happens and then we made this controversial decision		
to change the ethereum protocol uh and we um		ethereum, protocol
you know then there was that ethereum classic split and		ethereum
as soon as that ethereum classic split um happened		ethereum
you know there was like a lot of anger everywhere and		
there started there started especially being anger when		
the price of etc started like taking up right so this was the time when		
ether started off being 13 dollars and then ethereum classic started at zero		ethereum
but then suddenly there was this one day when		
like eath dropped to 12.5 etc went up to 0.5		
and then they dropped more and people were saying things like		
um you know oh this whole thing ethereum classic is just as like a psyop by		ethereum
you know the bitcoin community and just the wealthy bitcoiners trying to destroy		bitcoin
ethereum and like in the back of my mind i knew		ethereum
that that wasn't entirely true like there were definitely were		
bitcoiners but at the same time like i think		
blaming political like internal disa or blaming disagreements on foreign		
interference right like this is the sort of thing that you know like		
countries governments do all the time like it's		
a very convenient excuse right because it allows you to just like		
blame these things that are happening on the foreigners and		
avoid like actually grappling with the facts that like well no actually you		
have people in your very own community who just		
disagree with you and have a different belief and		
i think you know i feel like the ethereum community like during that time		ethereum
did not do a very good job of grappling with that and i feel like like i during		
that time did not do a very good job of grappling		
with that and so there was a lot of like blaming the		
bitcoiners there were also even a lot of people calling for us to use		
trademark one like basically sue exchanges		
and like try to prevent them from listing ethereum classic		ethereum
and like to me that was very unethical right like this uh		
using like basically using the government as		
a weapon to uh try to attack the other cryptocurrency and like destroy		cryptocurrency
it as like goes completely against them you know the ideals of freedom and you		
know like things that at least in theory were supposed to stand for um		
but you know like in that particular time		
like basically what was happening was that you know the		
etc price was rising and at the same time the th price was dropping in		
lockstep and it really and there are a lot of		
bitcoin people basically saying this is the end of ethereum and i think a lot of		ethereum, bitcoin
people really were afraid that ethereum would be just like completely		ethereum
destroyed as a result of this and so like that's where the anger came		
from exactly that's yeah exactly it came from the fear and		
like that's what i like allowed people to rationalize like in		
abandonment of principles that i think they would not have um		
accepted in other circumstances and i i definitely like to to some extent		
played along with this myself right and i do definitely		
regret that to some extent uh well and i i definitely regret like the		
the excesses completely um but so that and then obviously you know		
bitcoin block size war similar sort of stuff happened uh		bitcoin
so like that that insight was interesting um because like		
it does mentally make a lot of sense right like when you're actually		
afraid that you know unless you act in some way that you know your entire world		
is going to collapse like it's much easier to just		
rationalize you know forgetting your principles and doing whatever you have		
to to just save the specific thing that you care		
about it feels like the right thing to do		
the the brave thing to do is in the face of fear		
to still have compassion to still have love		
as opposed to hate so the the darkest moments		
the the toughest moments of human history are those where fear		
is everywhere and despite that like the way to get out of that		
is uh is through love not giving into the fear and		
again that's the lesson that you draw from all those moments of history		
yeah well i i like you have in terms of those coffee and the kindness that		
people have it does seem that everybody has the		
capacity for evil and everybody has the capacity for love		
and you just have to create mechanisms and incentives		
that uh prioritize the latter over the former		
vitalik you're one of the most interesting people i've gotten a chance		
to talk to um thank you so much for talking i i		
hope we get a chance to talk again i hope but i can at least be at some		
small part this would be awesome on a podcast with you and dan carlin		
that would be an awesome conversation uh like thank you so much for doing		
so much incredible technical innovation that inspires the computer scientists uh		
the economist inspires the world and what technology		
can do and now with longevity i do hope we live a a very long time		
and play diablo to make that long time fun thank you so much for		
talking today thank you to alex this was great		
thanks for listening to this conversation with vitalik buterin and		
thank you to athletic greens magic spoon indeed		
